enterprise_id,enterprise_name,normalized_name,industry_code,industry_label,matched_keyword,mapping_status,confidence,mapping_source,notes
E288,个体经营E288,个体经营E288,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E289,***运业有限公司***分公司,***运业有限公司***分公司,transport_storage_post,交通运输、仓储和邮政业,运业,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E290,***机电有限公司,***机电有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E291,***文业建设工程有限公司,***文业建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E292,***物流有限公司,***物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E293,***物资有限公司,***物资有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E294,个体经营E294,个体经营E294,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E295,***电器设备制造有限公司,***电器设备制造有限公司,manufacturing_industry,制造业,设备制造;电器设备制造;制造,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E296,***装饰设计工程有限公司,***装饰设计工程有限公司,construction,建筑业,装饰设计工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E297,***建筑机械租赁有限公司,***建筑机械租赁有限公司,leasing_business_services,租赁和商务服务业,租赁,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E298,***电器维护服务有限公司,***电器维护服务有限公司,other_services,其他服务业,电器维护服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E299,***压缩天然气有限责任公司,***压缩天然气有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E300,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E301,***企业管理咨询有限公司,***企业管理咨询有限公司,leasing_business_services,租赁和商务服务业,企业管理咨询;管理咨询,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E302,***机电设备有限公司,***机电设备有限公司,unknown,未知行业,"unknown:设备,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E303,***图书发行有限公司,***图书发行有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E304,***环保科技有限公司,***环保科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E305,***劳务有限公司,***劳务有限公司,unknown,未知行业,"unknown:劳务,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E306,个体经营E306,个体经营E306,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E307,***通信工程有限公司,***通信工程有限公司,unknown,未知行业,"unknown:工程,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E308,***餐饮文化服务有限公司,***餐饮文化服务有限公司,accommodation_catering,住宿和餐饮业,餐饮,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E309,个体经营E309,个体经营E309,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E310,***律师事务所,***律师事务所,leasing_business_services,租赁和商务服务业,律师事务所,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E311,***律师事务所,***律师事务所,leasing_business_services,租赁和商务服务业,律师事务所,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E312,***家居用品有限公司,***家居用品有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E313,***物流有限公司,***物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E314,***房地产营销策划有限公司,***房地产营销策划有限公司,unknown,未知行业,leasing_business_services:营销策划;real_estate:房地产,ambiguous_unknown,0.0,q3_name_keyword_rules_v1,多个行业命中高特异关键词，保守保留unknown
E315,***轮胎有限公司,***轮胎有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E316,个体经营E316,个体经营E316,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E317,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E318,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E319,个体经营E319,个体经营E319,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E320,***建筑设计有限公司,***建筑设计有限公司,unknown,未知行业,"unknown:设计,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E321,***生物流有限公司,***生物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E322,***装饰工程设计有限公司,***装饰工程设计有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E323,***建筑装饰工程有限公司,***建筑装饰工程有限公司,construction,建筑业,建筑装饰;装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E324,***汽贸有限公司,***汽贸有限公司,wholesale_retail,批发和零售业,汽贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E325,***通讯器材有限公司,***通讯器材有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E326,***包装材料有限公司,***包装材料有限公司,unknown,未知行业,"unknown:材料,包装材料,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E327,个体经营E327,个体经营E327,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E328,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E329,***园艺有限责任公司,***园艺有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E330,***酒店管理有限公司,***酒店管理有限公司,accommodation_catering,住宿和餐饮业,酒店,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E331,***广告有限公司,***广告有限公司,leasing_business_services,租赁和商务服务业,广告,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E332,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E333,***房地产营销策划有限公司,***房地产营销策划有限公司,unknown,未知行业,leasing_business_services:营销策划;real_estate:房地产,ambiguous_unknown,0.0,q3_name_keyword_rules_v1,多个行业命中高特异关键词，保守保留unknown
E334,***机械科技有限公司,***机械科技有限公司,unknown,未知行业,"unknown:科技,机械,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E335,***挖掘机租赁经营部,***挖掘机租赁经营部,leasing_business_services,租赁和商务服务业,租赁,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E336,***猕猴桃专业合作社,***猕猴桃专业合作社,agriculture,农业,猕猴桃;专业合作社,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E337,个体经营E337,个体经营E337,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E338,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E339,***居益卫浴家俬厂,***居益卫浴家俬厂,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E340,***物流有限公司,***物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E341,***纺织品有限公司,***纺织品有限公司,unknown,未知行业,"unknown:纺织品,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E342,***裕华机械厂,***裕华机械厂,manufacturing_industry,制造业,机械厂,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E343,***五金工具经营部,***五金工具经营部,wholesale_retail,批发和零售业,五金工具经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E344,***机械有限公司,***机械有限公司,unknown,未知行业,"unknown:机械,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E345,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E346,个体经营E346,个体经营E346,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E347,***不锈钢材料有限公司,***不锈钢材料有限公司,unknown,未知行业,"unknown:材料,不锈钢材料,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E348,***酒店管理有限公司,***酒店管理有限公司,accommodation_catering,住宿和餐饮业,酒店,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E349,***营销策划广告有限公司,***营销策划广告有限公司,leasing_business_services,租赁和商务服务业,广告;营销策划,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E350,***演艺设备有限公司,***演艺设备有限公司,unknown,未知行业,"unknown:设备,演艺,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E351,***文化传播有限公司,***文化传播有限公司,other_services,其他服务业,文化传播,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E352,***居装饰工程有限公司,***居装饰工程有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E353,***税务师事务所有限公司,***税务师事务所有限公司,leasing_business_services,租赁和商务服务业,税务师事务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E354,***广告有限公司,***广告有限公司,leasing_business_services,租赁和商务服务业,广告,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E355,***地毯经营部,***地毯经营部,wholesale_retail,批发和零售业,地毯经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E356,***建材装饰部,***建材装饰部,wholesale_retail,批发和零售业,建材装饰部,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E357,***家居经营部,***家居经营部,wholesale_retail,批发和零售业,家居经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E358,***五金经营部,***五金经营部,wholesale_retail,批发和零售业,五金经营部,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E359,***厨房用品经营部,***厨房用品经营部,wholesale_retail,批发和零售业,厨房用品经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E360,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E361,***勘察设计工程有限公司,***勘察设计工程有限公司,construction,建筑业,勘察设计工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E362,***建材有限公司,***建材有限公司,unknown,未知行业,"unknown:建材,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E363,***建筑工程设计有限公司,***建筑工程设计有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E364,***电子有限公司,***电子有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E365,***信息技术有限公司,***信息技术有限公司,information_software_it,信息传输、软件和信息技术服务业,信息技术,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E366,***房地产经纪有限公司,***房地产经纪有限公司,real_estate,房地产业,房地产,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E367,***电子商务有限公司,***电子商务有限公司,wholesale_retail,批发和零售业,电子商务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E368,***通信科技有限责任公司,***通信科技有限责任公司,information_software_it,信息传输、软件和信息技术服务业,通信科技,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E369,***网络技术有限公司,***网络技术有限公司,information_software_it,信息传输、软件和信息技术服务业,网络技术,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E370,***设计服务部,***设计服务部,other_services,其他服务业,设计服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E371,***自动化科技有限公司,***自动化科技有限公司,unknown,未知行业,"unknown:科技,自动化科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E372,***汽车维修有限责任公司,***汽车维修有限责任公司,other_services,其他服务业,汽车维修,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E373,个体经营E373,个体经营E373,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E374,***建材经营部,***建材经营部,wholesale_retail,批发和零售业,建材经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E375,***电器经营部,***电器经营部,wholesale_retail,批发和零售业,电器经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E376,***建筑装饰设计有限责任公司,***建筑装饰设计有限责任公司,construction,建筑业,建筑装饰,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E377,***文化传播有限公司,***文化传播有限公司,other_services,其他服务业,文化传播,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E378,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E379,***药业有限公司,***药业有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E380,***建材有限公司,***建材有限公司,unknown,未知行业,"unknown:建材,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E381,***通信网络工程有限公司,***通信网络工程有限公司,information_software_it,信息传输、软件和信息技术服务业,网络工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E382,***教育信息咨询有限公司***分公司,***教育信息咨询有限公司***分公司,other_services,其他服务业,教育,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E383,***通讯器材经营部,***通讯器材经营部,wholesale_retail,批发和零售业,通讯器材经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E384,个体经营E384,个体经营E384,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E385,***装饰工程有限公司,***装饰工程有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E386,个体经营E386,个体经营E386,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E387,***农副产品经营部,***农副产品经营部,unknown,未知行业,agriculture:农副产品经营;wholesale_retail:农副产品经营,ambiguous_unknown,0.0,q3_name_keyword_rules_v1,多个行业命中高特异关键词，保守保留unknown
E388,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E389,***清洁服务有限公司,***清洁服务有限公司,leasing_business_services,租赁和商务服务业,清洁服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E390,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E391,***五金店,***五金店,wholesale_retail,批发和零售业,五金店,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E392,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E393,***商贸有限责任公司,***商贸有限责任公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E394,***环保设计研究院（有限合伙）,***环保设计研究院(有限合伙),unknown,未知行业,unknown:设计,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E395,***网络科技有限公司,***网络科技有限公司,information_software_it,信息传输、软件和信息技术服务业,网络科技,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E396,***文化传播有限公司,***文化传播有限公司,other_services,其他服务业,文化传播,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E397,***大闸蟹经营部,***大闸蟹经营部,unknown,未知行业,agriculture:大闸蟹;wholesale_retail:大闸蟹经营,ambiguous_unknown,0.0,q3_name_keyword_rules_v1,多个行业命中高特异关键词，保守保留unknown
E398,***医疗管理咨询有限公司,***医疗管理咨询有限公司,leasing_business_services,租赁和商务服务业,管理咨询,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E399,***装饰工程有限公司,***装饰工程有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E400,***办公用品经营部,***办公用品经营部,wholesale_retail,批发和零售业,办公用品经营,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E401,***遮阳技术发展中心,***遮阳技术发展中心,unknown,未知行业,unknown:技术,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E402,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E403,***机械有限公司,***机械有限公司,unknown,未知行业,"unknown:机械,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E404,个体经营E404,个体经营E404,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E405,***职业技能服务有限公司,***职业技能服务有限公司,other_services,其他服务业,职业技能服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E406,***招投标代理有限公司,***招投标代理有限公司,leasing_business_services,租赁和商务服务业,招投标代理;代理,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E407,***装饰工程有限公司,***装饰工程有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E408,***空调制冷有限责任公司,***空调制冷有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E409,***塑胶有限公司,***塑胶有限公司,unknown,未知行业,"unknown:塑胶,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E410,***网络科技有限公司,***网络科技有限公司,information_software_it,信息传输、软件和信息技术服务业,网络科技,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E411,***机电设备有限公司,***机电设备有限公司,unknown,未知行业,"unknown:设备,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E412,***汽车贸易有限公司,***汽车贸易有限公司,wholesale_retail,批发和零售业,贸易;汽车贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E413,***石材工艺品有限公司,***石材工艺品有限公司,unknown,未知行业,"unknown:石材工艺品,工艺品,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E414,***物流有限责任公司***分公司,***物流有限责任公司***分公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E415,***广告设计服务部,***广告设计服务部,unknown,未知行业,leasing_business_services:广告;other_services:设计服务,ambiguous_unknown,0.0,q3_name_keyword_rules_v1,多个行业命中高特异关键词，保守保留unknown
E416,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E417,***园林景观工程有限公司,***园林景观工程有限公司,construction,建筑业,园林景观工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E418,***营销策划有限公司,***营销策划有限公司,leasing_business_services,租赁和商务服务业,营销策划,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E419,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E420,***康药房,***康药房,wholesale_retail,批发和零售业,药房,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E421,***保温材料有限公司,***保温材料有限公司,unknown,未知行业,"unknown:材料,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E422,***童装店,***童装店,wholesale_retail,批发和零售业,童装店,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E423,***通风设备有限公司,***通风设备有限公司,unknown,未知行业,"unknown:设备,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E424,***贸易有限公司,***贸易有限公司,wholesale_retail,批发和零售业,贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E425,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
